source,reference,hypothesis
"අහන්න, මට ළමයින්ව ඉස්කෝලෙට ගෙනියන්න තියෙනවා.","Listen, I got to get the kids to school.","Escucha, tengo que llevar a los niños a la escuela."
මොන විදියද? දුක්ඛිත සහ නින්දාසහගත?,"And what's that-- sad, humiliating, pathetic?","În ce fel, dureroasă şi urâtă?"
මම ඔබට නැවත ගෙන එන්නම්.,- I'll return it for you.,Θα σου το φέρω πίσω.
ठेगाना पुस्तिका लोड गर्दा त्रुटि ।,Error loading address book.,पता पुस्तिका लोड करने में त्रुटि .
"""% 1"" क्वेरीका लागि परिभाषा फेला पार्न सकेन । यो क्वेरी हटाउन सिफारिस गरिएको छ ।","Could not find definition for query ""%1"". Removing this query is recommended.","क्वेरी ""% 1"" के लिए परिभाषा नहीं मिल पाई। क्वेरी को हटाने की सिफारिश की गई है।"
මට පුදුමයි ඔයා මගේ ආරක්ෂාව ගැන හිතනවා කිව්වහම.,I'm surprised you're so concerned with my safety.,Εκπλήσσομαι που σου λέω ότι σκέφτεσαι την ασφάλειά μου.
පරිලෝකන චක්‍රය,Scan cycles,परिलोचना चक्र
බිහිරි ගොළු අයට ඕන මේ ගණුදෙනුව හමාර කරන්න.,A deaf mute could close this deal.,Οι ανόητοι γυναίκες θέλουν να καταστρέψουν τη συμφωνία.
"එඩ්වර්ඩ් අදහසට වෛරකළා, ඒත් තවදුරටත් විරෝධය අදාල නෑ.","Edward hated the idea, but it wasn't about rivalry anymore.","Edward a urât ideea, dar nu mai rezistă."
අගුළුවැටීම අවලංගු කරලා පිටවීමේ දොරවල් අරින්න,You must jettison me from the aircraft. Cancel the lockdown and open the exit doors.,Anulaţi încuierea şi deschideţi uşile de ieşire .
අංශක 5ක් දකුණු දෙසට.,"- Starboard, 5 degrees.",5 stopni na południe.
"මමයි තවමත් ඔයාගේ ඉහළ නිළධාරියා, නියෝජිත බූත්.","I'm still your superior, Agent Booth.","Είμαι ακόμα ο ανώτερος υπάλληλος σου, Πράκτορα Μπουθ."
ඒ වාහන නැවතුම මෙහෙයවූවේ අන්සාර් අල්-ශරින්.,That roadblock was run by Ansar Al-Sharia.,Το σταθμό αναπτύχθηκε από τον Ανσαρ Αλ-Σαρίν.
..එයාගේ බෑනා ගුජරාටි වෙන්න ඕනේ කියලා.,..That her son-in-law would be a Gujrati,.. ca soacra lui vrea sa fie Gujarati.
මට කියන්න වෙන්නේ.. නැහැ කියල තමයි!,I'm going to say probably not.,"Трябва да ти кажа, че не!"
ඔබ දන්නවා මොකක්ද මන් කියන්නේ කියලා.,You know what I'm talking about.,Ştii ce vreau să spun.
අනුමාන කරන විදිහට ඔක්කොම හොඳ කොල්ලො අරගෙන.,I guess all the good guys are taken.,Υποθέτω ότι τα πήραν όλα καλά παιδιά.
එයාලගේ ඔළුවට උඩින් සැහෙන්න ණය.,They're in debt.,Wystarczająco długu w ich głowach.
මොකක්ද මෙච්චර කාලෙකට පස්සේ මගෙන් අහන්න ආවේ?,"And what, after all this time, have you come to ask me?",Ce ai venit să mă întrebi după atâta timp?
සමහර විට මට පිස්සු වෙන්න ඇති.,Maybe I'm going insane.,Може би съм полудял.
- එකම තැනට දෙපාරක් අකුණු ගහන්නේ නෑ කියලා...,- lightning never strikes twice in the same place...,- Aynı yere iki kez şimşek vurma...
මම දන්නේ නෑ ඒ මොකක්ද කියලා.,I don`t know what it is.,"Nie wiem, co to jest."
අංක දේශ සීමාවක්,A digital frontier.,देश सीमा संख्या
"අනේ, ඔව්.","Well, yes.","- Evet, evet."
ඔයා ආවෙ දවස් දෙක තුනකට කලින් අර කෝට් කියන ගෑනිත් එක්කම නේද?,"You came in a couple days ago with that woman Kate, right?","Has venido hace dos o tres días con esa mujer llamada Cote, ¿no?"
ඔයාට එයාගේ නම මතකද?,Do you remember his name?,Θυμάσαι το όνομά του;
एक्रिगेटर - RSS फिड रिडर,Akregator - Feed Reader,Akriġatur - RSS feed reader
ඒකෙන් කාටවත් රිද්දුවෙ නෑ.,It wasn't hurting anybody.,Nikomu to neublížilo.
स्विच बोर्ड असफल भयो,Switchboard failed,स्विच बोर्ड विफल रहा
මට ගෙදරට යන්න බැහැ!,I can't go home!,Δεν μπορώ να πάω σπίτι!
"දහස් ගණ්නක් බෙලි කපා දැමු අසිපත. මුන්ව විනාශ කරන්න, පහර දෙන්න. හැමෝවම මරන්න.","The blade that sliced a thousand neck, slash them, beat them, peel them, kill them all!","Χιλιάδες φορές θα κόψουμε το σπαθί, θα τους καταστρέψουμε, θα τους χτυπήσουμε, θα τους σκοτώσουμε όλους."
මගේ යාළුවේ!,My friend!,Prietenul meu!
මොකද ඔයා මගේ රුධිරය නෙමේ නිසා.,Because you're not my blood.,Pentru că nu eşti sângele meu.
ඔයා කොහදෙ යන්න හදන්නේ ආ?,Where you going to go?,¿A dónde quieres ir?
කොහොමද මම රෝමයේ විශිෂ්ටතම ජෙනරල්වරයාට ත්‍යාග ප්‍රදානය කරන්නෙ?,How can I reward Rome's greatest general?,Roma'nın en büyük generalini nasıl ödüllendireceğim?
ඒත් මම කරනවා.,"I'm sorry, Dory, but I do.",Dar eu o fac.
මෙයින් එකක් හරි පාළුවට ගිහින් ඇති ඒව එකකින් යන්න පුළුවන් ඇති.,One of those abandoned fortresses will give us a way through.,Uno de ellos se ha perdido y puede irse por uno.
ඒකෙන් මට පිස්සු කියල හැඟෙන්නෙ නෑ මම හුඟක් බුද්ධිමත් නමුත් සමහර දේවල් මට තීරෙන්නෙ නෑ,"That doesn't mean I'm mad. Oh, no, no, no, no. I'm very intelligent.","Nu mă face să mă simt nebun. Sunt foarte inteligent, dar unele lucruri nu pot să le decid."
मिल्दोपनाका लागि उपेक्षा गरियो,Ignored for compatibility,मिलान के लिए उपेक्षा की गई
ඇල හරස් කරලා වේල්ලේ වැඩ පටන් ගන්න තියේනේ - හොදටම දුක් විදින්න වෙයි,We must divert the river and then start work,Trebuie să traversezi drumul şi să începi să lucrezi. Trebuie să suferi.
මට පොඩි උදව්වක් ඉල්ලන්න තියෙනව... .,I have a little favor to ask you...,Tengo que pedirle un poco de ayuda.
අච්චර ලොකු බෑග් එක උඹ දැක්කේ නැද්ද?,You didn't even see such a big bag?,Bu kadar büyük çantayı görmedin mi?
මුණ ගැහෙන්න ලැබුන එක සතුටක්.,Who are you?,Miło cię poznać.
ඔහු විතරයි මට ඉන්නේ.,He was all I had.,Είναι ο μόνος που έχω.
එයාගේ කාර්යාලය පෙන්වන්නකෝ. මට බලන්න ආසයි.,"Show me Aryan's study, he's always talking about it",Δείξε μου το γραφείο του. Θέλω να το δω.
පේන විදියට ඔයා තරගයෙන් පිට යනවා∙,Seems you've given out gifts to the competition.,Se pare că ai ieşit din competiţie.
-බෲනෝ දැක්කද?,- Have you seen Bruno?,- Láttad?
ඔබේ තොරාගැනීම් ඒවායේ පෙරනිමි වලට නැවත හැරවීමට ඔබට අවශ්‍යයද?,"Are you sure you want to remove the module ""%s"" from the project?",Vrei să-ţi întorci alegerile la predefinite?
"මට කියන්න, ඔයා ඔහුව ලුහුබැඳලා අල්ලගත්තද?",Tell me you tracked him down.,"Spune-mi, l-ai urmărit şi l-ai prins?"
රාජ් හැමවෙලාවෙම දෙන්නේ සුදු මල්.,Raj always gives me white flowers,Ο Ρατζ πάντα δίνει λευκά λουλούδια.
ඔයාටත් ඕනද?,You want some?,Sen de ister misin?
"पूर्वनिर्धारित प्रोफाइल प्रयोग गर्ने, '%s' जस्तो प्रोफाइल छैन",Use the given profile instead of the default profile,"पूर्वनिर्धारित प्रोफ़ाइल का उपयोग करने के लिए, '%s' की तरह कोई प्रोफ़ाइल नहीं है"
එයාගේ මාංශ පේශි දැන් දුර්වලයි.,His flesh is weak now.,Sus músculos ahora están débiles.
මම හොයාගෙන ඔයාට එවන්නම්,"Let me find it, I'll send it to you.",Θα το βρω και θα σου το στείλω.
"ඉන්න, ඉන්න අපි උදව් කරන්නම්.","You wait, I'll help him.","Počkej, počkej, pomůžeme ti."
"හොද වෙලාවක් බලලා, මෙ රාවන්ව මරලා දාන්නැත්තෙ ඇයි?","Well, pick an auspicious moment at Dusshera and kill this Raavan",¿Por qué no matar a los Ravens?
"එකට ඉද්දි විතරක් නෙවේ, වෙන් වෙද්දිත් අපි අරුම පුදුම යුවලක් .","Not only together, we are a fantastic couple even while breaking up.","Nu doar când eram împreună, dar şi când ne despărţim, eram un cuplu extraordinar."
ගින්දර රතු පාටයි... එහිගිනිදැල්පැතිරේවි...,"♪ The fire was red, it flaming spread ♪","Огънят е червен, а огънят ще изчезне."
ඔහු නවතින්නෙ නෑ.,"""He won't stop.""",Nu se opreşte.
ඒකටම බැදී සිටිනව වගේ.,Much obliged.,Se pare că eşti legat de asta.
දැන් ඒකි අර කුණුගොඩ අරගෙන යන කඩේ තමුසේ බලාගන්නවා,Now you just have to wait for her to take it to the shop.,Ahora es la tienda que lleva la basura y te encargas de ella.
පෙන හැටියට රහස් ලියවිලි තියනවා,It's probably under Executive Files.,Görünüşe göre gizli belgeler var .
CRLs प्रयोग गरेर प्रमाणपत्रलाई प्रमाणित गर्नुहोस्,Validate certificates using CRLs,सीआरएल का उपयोग करके प्रमाणपत्र को प्रमाणित करें
බලපන් දැන් උබ ආපු දවසේ ඉදන් උබේ බර වත් ටිකක් අඩු වෙලාද කියලා?,And some of us have actually lost weight while we were here. You mind telling me where you're hiding the carbs?,Să vedem dacă ţi-ai scăzut greutatea de când ai venit.
තිස් දෙකයි!,Thirty two!,Treizeci şi doi!
ඇයි එයා අර්මාන්ව බ්ලැක් මේල් කරන්නෙ?,Why was he bIackmailing Armaan?,Γιατί στέλνει μαύρο μήνυμα στον Άρμαν;
මට ගොඩක් සමාවෙන්න නුඹට සිදු වූ සියළු කරදර වෙනුවෙන්.,I am so sorry for all you've had to endure.,Îmi pare foarte rău pentru toate problemele care ţi s-au întâmplat.
% 1 कृपया यसलाई प्राथमिकता संवादमा सेट गर्नुहोस् ।,%1 Please set it in the Configuration dialog.,% 1 कृपया इसे प्राथमिकता संवाद में सेट करें .
"මට කණගාටුයි යාළුවා, ඕනනම් මං ඔයාට දොස්තර කෙනෙක් ගාවට යන්න උදව් කරන්නම්.","I'm sorry, pal. I'm gonna maybe help you get to a doctor... but I ain't about to walk into no knife for you.","Συγγνώμη φίλε, αν χρειαστεί, θα σε βοηθήσω να πας σε γιατρό."
"කට වහපන්, බං.","Shut up, dude.","Taci din gură, omule."
बोलाउनुहोस्: सर्भर कलब्याक,Cache server data,कॉल करेंः सर्वर कलबैक
ඔහු අරක බොනවා.ඒකට විනාඩියක් විතර යනවා.,He's drinking. Give it a minute.,Él está bebiendo eso. Eso lleva solo un minuto.
ඔයා මේ මිනීමැරුම් පටන්ගත්තා වෙන්න පුලුවන් රෝහල ඔයාට මෙහෙම දේවල් කළාට පලිගැනීමක් විධියට.,"Now, maybe you started killing patients to punish the hospital for losing faith in you.",Μπορεί να άρχισες να σκοτώνεις στο νοσοκομείο ως εκδίκηση.
एउटा अवस्थित डाइरेक्टरी चयन गर्न फाइल संवाद,"Calendar dialog box, returns selected date",एक मौजूदा निर्देशिका का चयन करने के लिए फ़ाइल संवाद
"- මට හම්බුනා ජුඩ්ස්,බලන්න මේක දිහා.","- I found, Judes, Look at it.","- Jude, uită-te la asta."
"ඔයා වැටිලා ඉන්න තත්වය දකින්නත් අවලක්ෂනයි... . ඔයා, රෝලෝ...","It's terrible to witness the state into which you have fallen... you, Rollo,","Es un síntoma de ver la situación en la que estás... tú, Rollo..."
- මොකද පැටියෝ?,"- What is it, dear?","- Τι, μωρό μου;"
ලෝරිවත් එක්කන් ගියොත් අපි එක්ක ?,What would you think if Laurie moved in with me?,Αν πάρεις τη Λόρι κι εσύ μαζί μας;
काम र पजल समाधान गर्ने खेलName,A game of action and puzzle-solving,काम और पहेली हल करने का खेलName
"මෙයා, හැන්කා සහකාර ව්‍යාපෘති රොබෝ කෙනෙක්.",She was a Hanka companion bot.,Acesta e un robot de proiecte Hanka.
पूर्व- ध्वनि:,Display values returned by KTTSD.,पूर्व- ध्वनिः
අපේ ජීවිත වගේම අපේ බලයත් පාව්ච්චි කරන්නේ...,Our lives and our powers..,Nuestras vidas y nuestras fuerzas también funcionan...
"ඒක වත් තේරුම් ගන්න,",Just think of it like this...,"Nici măcar nu înţeleg,"
නැත්තන් ...මෙතනදි බලා ගන්නවද?,Want to go to court or take care of it here itself?,Или... ще се погрижиш ли за това?
"ඔහ්, හොඳයි, අපි බලමු.","Oh, well, let's see.","Oh, bine, să vedem."
කොහෙ යන්නද?,Come with you where?,Nereye gideceğiz?
මම ඇත්ත කෙනෙක් මොඩයෝ.,I'm a real idiot.,Είμαι αληθινός ηλίθιος.
උන් බිරිඳව අල්ලගෙන.,They got his wife.,Karısını yakaladılar.
एप्लेटको चौडाइ,Width of the applet,एप्लेटको चौड़ाई
පනින්න එපා!,Don't jump!,Ne ugorj!
එච්චර ගහයි ගෙදර අයට අදුනා ගන්න බැරිවෙයි ඔයාව,And they will beat you to a pulp.,Ev halkı seni tanıyamayacak kadar büyük.
ඔයාගේ කැමැත්ත අඩු වෙනවද ?,Losing your touch?,İsteğin azalıyor mu ?
"ඔයාගේ අම්මා, එයා පැකිලුනේ නැහැ.",Janet! No!,"Η μαμά σου, δεν είναι σκύλος."
එග්සි වෙලාව හරි,"Eggsy, We're on.",Καιρός είναι .
"ඕහ් ,කොහොමද ඔබ ඔහු ගැන මට මතක්කලේ.","Oh, how you remind me of him.","Oh, cum mi-ai spus despre el."
කවුද මෙතන ඉන්නේ?,Who is there?,Kto tu jest?
ඔව් ඒ එයා පොලිසියට හරි FBI එකට හරි ගියොත් මොකෝ වෙන්නේ?,"Yeah, well, what if he goes to the cops or the FBI?","Da, ce se întâmplă dacă el merge la poliţie sau la FBI?"
"හොඳයි, බාගදා ඔයා යන්න කලින් මා එක්ක කෝපි එකක් බොමුනේ!","Well, maybe you'll have a cup of coffee with me before you go.","Ei bine, să bem o cafea cu mine înainte să pleci!"
උඹලා කරේ මොකද්ද කියලා මං දැන් කියන්නම් කොළුවො.,"I'll tell you what you did, smart boy.","Θα σας πω τι κάνατε τώρα, παιδιά."
මං දිල්ලියට යනවා,I'm going to Delhi.,أنا ذاهب إلى دلهي
"මට කියන්න ඇම්ඛ්‍රිස්ටර්, ඒක කොහොමද ජනප්‍රිය වෙන්නේ?","Then tell me, Ambrister, how could it be popular?","Πες μου, Αμγρί Ρίστερ, πώς γίνεται αυτό δημοφιλές;"
"මට සතුටෙන් මැරෙනවා, මම කරපු මේ වැඩ මේ විදියට පාවිච්චි කරන එක දකින්න කලින්.",I would gladly die before I see my life's work perverted in this way.,Me muero de alegría antes de ver cómo se usa el trabajo que he hecho de esta manera.
- ඒක කරන්න පුළුවන්ද ?,- Is it possible?,- É possível ?
ब्याकगामोन कम्प्युटर बिरोधीको लेखक,author of KBackgammon computer opponent,ব্যাকগ্যামন কম্পিউটার বিরোধী লেখক
अर्धव्यास किनारा,Edge radius,अर्धव्यास किनारा
"නරක්වෙච්ච, පලතුරකින්?","Bad fruit, maybe?","Καλύτερα, με φρούτα;"
- පැහැදිළි කරන්න.,- Explain.,- Explică-mi.
ඔයා හිතන්නෙ මම එහෙම නොකරයි කියලද නාකියෝ?,"Oh, you think I won't, old man?","¿Crees que yo no lo haré, viejo?"
एउटा पूर्वनिर्धारित स्टिकिनोट फन्ट लिनुहोस्,Pick a default sticky note font,एक पूर्वनिर्धारित स्टिकिनोट फ़ॉन्ट लें
ඒක භයානකයි.,That feels terrible.,Είναι επικίνδυνο.
එන්න ! එන්න,"- Come on, come on.",هيا ، هيا
අන්න රතුපාට කාර් එකේ.යන්න.,"There he is, in the red car. Go on.",E în maşina roşie. Du-te.
එයාට එක අවස්ථාවක් දෙන්න.,Give him one chance.,Dă-i o şansă.
प्ले गर्ने उपकरणपट्टी,Main Toolbar,प्ले करने के लिए उपकरणपट्टी
"සනී, දැන් තියෙන්නේ ඔයාගේ කොටස.","Sunny, my job's done and yours begins.","Sunny, acum e partea ta."
නෑ ඔයාට විශේෂ අවස්ථාවක් ලබාදෙන්න පුළුවං.,"Hello, you can get it on special case.",No puedo darte una oportunidad especial.
"එහෙම නැත්නම්, ඊලඟ වතාවේ මම උඹව දකිනකොට.. ..සමහරවිට මම උඹේ උගුරු දණ්ඩ කපයි.","If not, next time I see you... maybe I cut your throat.","De lo contrario, la próxima vez que te vea tal vez te corto la garganta."
- ඉඳගන්න ඔයා!,- Have a seat!,- Ülj le!
केडीई पाठ वाचक डेइमोनName,KDE Text To Speech Daemon,केडीई पाठ पाठक डेमोनName
එයාලගේ නිවාස ඉතාමත් නිහඩයි...,Their house was so quiet...,Τα σπίτια τους είναι πολύ ήσυχα...
IOR '%s' लाई वस्तु सन्दर्भमा रूपान्तर गर्न असफल भयो,Failed to convert IOR '%s' to an object reference,आईओआर '%s' को वस्तु संदर्भ में परिवर्तित करने में विफल रहा
"මේක අපි තියාගන්නවා නම් හොදයි, ඒක ඔයාට ප්‍රශ්නයක් නෑනේ.","Think we'll just hang onto this, if that's okay with you.","Ar fi bine să păstrăm asta, nu te deranjează."
මම විස්තර ගන්නයි හැදුවේ.,I was trying to get information.,Snažil jsem se zjistit podrobnosti.
यदि यो अहिले अवस्थित छैन भने मात्र,Signal %lu does not exist,यदि यह अभी मौजूद नहीं है तो केवल
नयाँ पीजीपी कूञ्जीका लागि पासफ्रेज,Passphrase for New PGP Key,नई पीजीपी कुंजी के लिए पासफ़्रेज
නෑ කියන්න බලන්න.,Deny it.,"Nu, spune-mi."
නිතිය යටතේ ඔබ පුද්ගලයකු නොවේ,You want to be human in the eyes of the law.,कानून के तहत आप व्यक्ति नहीं हैं
"මර්කරි කියන්නේ ස්ටාර් ලැබ් එකේ ප්‍රධාන තරගකාරයා අපේ පසුබැම එන්න කලින්, ඊට පස්සේ එක පළවෙනි තැනට ආවා","Mercury was one of S.T.A.R. Labs' major competitors until our little setback, and then it catapulted to the forefront led by Dr. Christina McGee, brilliant but egocentric physicist.","Mercury dice que el principal competidor de Star Lab fue el primero en llegar después de nosotros, y luego llegó al primer lugar."
ग्रेडियन्ट सम्पादन गर्नुहोस्...gradients-action,_Edit Gradient...,ग्रेडिएंट संपादित करें...ग्रेडिएंट-एक्शन
මට ඕනේ හැඟීම්!,I want emotions!,Θέλω συναισθήματα!
ඒවාගේම... මේ තියෙන්නේ එයාගේ ඇත්තම කැමරාවක්.,And this... is one of his actual cameras.,Αυτή είναι η πραγματική του κάμερα.
මේකෙන් හදාගන්න දෙයක් නෑ∙,There's nothing to make.,Δεν υπάρχει τίποτα να διορθώσει.
- මට ඒක කියන්න බැහැ.,- I can not say that.,- Δεν μπορώ να το πω.
මේක බාන්න. - ඔවුන්ගේ මග අහුරන්න.,"- Gil, let's land this!",- Ξέρουμε το δρόμο τους.
අපි හැමෝම සැඟවිලා ඉන්නේ.,We're all hiding.,Hepimiz saklanıyoruz.
දෙකක් හරියට වැදුනේ නෑ හැබැයි යාළුවෝ ඔක්කොම ඉන්න තැන් ටික කිව්වා,Few blows and you spilled everyone's whereabouts,"Dos como si no fueran, pero todos los amigos dijeron que se quedaran en un lugar."
ඔයා දැන් ගොඩක් පස්සේ ඉන්නේ.ධාවකයෝ ගොඩක් ඔයාට වඩා ඉදිරියෙන් ඉන්නවා.,You're too far back. There's too many drivers in front of you.,Ahora estás muy atrás. Muchos estudiantes están más adelante que tú.
එතන ලොකු ෙවලාවක් නැ,There isn't much time.,No hay mucho tiempo .
මම හිතන්නෙ නෑ ඒක සාධාරණයි කියලා.,And I don't think it's fair.,Δεν νομίζω ότι είναι δίκαιο.
-ඔහුව ගැටගහන්න.,- Tie him down.,- Să-l prindem.
lpy thipink... ( මම හිතන්නේ),Lpy thipink...,- Ipy... (Cred că)
अवस्थित छैन,Do Not Quote,अस्तित्व में नहीं है
पहिलो कुञ्जी,Issue date,प्रथम कुंजी
ඔයාට මුලින් කන්න පුළුවන්.,You can go first.,Poţi să mănânci mai întâi.
- ඔයා ලෑස්තිද ආධුනික සෙබලා?,- You ready rookie?,- Είσαι έτοιμος στρατιώτης;
ඔයා මං මැරෙන්න යන හැටිත් දන්නවා.,You know where I'm going to die.,Ξέρεις πως θα πεθάνω.
මිස්ටර් ලිට්වැක්.,Mister Litwak.,Г-н Литвак.
- විදුළියක් වගේ අසිපත හසුරැවනවා.. - මේ කවුරැ වෙන්න පුලුවන්ද ?,She is wielding the sword very fast Who can she be?,- Κρατάει σπαθί σαν ηλεκτρική μηχανή.
මොක්කද ඒ කිව්වේ?,What the fuck does that mean?,¿Qué es eso?
ඔවුන්ගේ අත්වල මොනවද තියෙන්නේ?,Are they armed?,Τι έχουν στα χέρια τους;
- එයාගේ නම ලික්ස්.,- His name's Lists.,- Jmenuje se Lix.
"එය දැඩි ජීවිතයක්, ඇයගේ නිකටෙන් රැවුල් ගස් ඉවත් කරන්න.",♪ It's the hard-knock life for us ♪ Yank the whiskers from her chin,"E o viaţă grea, scoate-i răsăriturile de pe coasta ei."
पाना घुसाउनुहोस्,Insert Sheet,पाना घुसाओ
उपलब्ध रणनीतिको सूची रिलोड गर्नुहोस्,Reload the list of available sources,उपलब्ध रणनीतियों की सूची पुनः लोड करें
"කණ්ඩායම ඊලඟ දවස් ගත කරේ කාලගුණ කවුළු පිසුපස යමින්... ...අන්තිමේදි, පැහැදිළි පියෑසැරියක්.","The team spend the next two weeks chasing weather windows until at last, a clear flight.","Echipa a petrecut următoarele zile mergând în spatele clădirilor meteorologice... în cele din urmă, un pas clar."
මෙහෙන් යන්න.,Get out of here.,Φύγε από εδώ.
लिड ५ - च्याराङ,Lead 5 - Charang,लिड ५ - च्याराङ
"""स्क्रिनसट लिनुहोस्"" संवादहरूका लागि पूर्वनिर्धारित स्थान, पूर्वनिर्धारित तस्वीरको डाइरेक्टरी हो","Default location for the ""Take Screenshot"" dialogs. Default is the Pictures directory.","""स्क्रीनशॉट लें"" संवादों के लिए पूर्वनिर्धारित स्थान, पूर्वनिर्धारित तस्वीर की निर्देशिका हो"
අපේ තමයි සල්ලි නැතිවෙන්නේ .,And we people loose money.,Έτσι χάνουμε τα λεφτά μας .
- අයිතිය මට දෙන්න.,- Give me the status.,- Dă-mi dreptul.
Arthur ඔයා තාමත් වැඩ ඒ මඩේ හිටෝපු ඉන්න එක්කද?,Arthur. You still working with that stick in the mud?,Arthur ¿todavía trabajas con el que está ahí parado?
स्मृति राख्ने स्लाइड प्रदर्शन सिर्जना गर्नुहोस्,No table component registered,स्मृति बनाए रखने के लिए स्लाइड प्रदर्शन बनाएं
ඔයාට බෑ එයාව එක්කගනෙ යන්න ඇයි බැරි?,- You can't bring him in. - Why not?,No puedes llevarla. ¿Por qué no?
ඔන්න දැන් මැජික් මන්තරේ.,And now the magic mantra.,İşte şimdi Büyü Manastırı.
සමාවෙන්න... දුරකතනය... පොඩ්ඩක් ඉන්න මම කියන්නම්...,"I'm so sorry... cellphones, I tell you...","Scuze... telefonul... Stai puţin, o să-ţi spun..."
දෙවෙනි බීකනය අපිට අහිමි වුනා.,We just lost that second beacon.,Загубихме втория път.
हेक्स डेटा,hex data,हेक्स डेटा
"""% 1"" वस्तु खोल्न असफल ।",Opening in KSpread failed,"""% 1"" वस्तु खोलने में विफल ."
අපි පරාදයි.,Oh. Oh!,Kaybettik.
කලබල වෙන්න එපා.,do not be troubled.,Μην ανησυχείς.
ඔවුන් මට ඉන්න ඉඩ දුන්නේ නෑ.,They wouldn't let me stay.,Δεν με άφησαν να μείνω.
මම කැඳවනවා මගේ හිතවත් ලෝක නායකයන්ව සාකච්ඡාව සඳහා වහා රැස් වන ලෙස න්‍යෂ්ටික අවි තුරන් කිරීමට.,I call upon my fellow world leaders to convene immediately to discuss nuclear disarmament.,Καλώ τους αγαπημένους μου παγκόσμιους ηγέτες να συγκεντρωθούν για συζήτηση για την κατάργηση των πυρηνικών όπλων.
नयाँ तह,Add Layer,नया तह
"ලා, ඒවා තියෙන්නෙ කන්න නෙවෙයි.","Laaa, that's not for eating.","Ла, те не са за ядене."
මම මගේ පියාගේ පැහැදිලි රූපයක් විය Lowestoft ආසන්න මුහුදු වෙරළේදී.,I had a clear image of my father on the beach near Lowestoft.,"Yo era una imagen clara de mi padre en Lowestoft, cerca de la costa."
අකුරු මුද්‍රණය සඳහා ප්‍රමාණය තෝරන්න,Select size to print font:,अक्षर मुद्रण के लिए आकार चुनें
මොකද ඔවුන් හොදින් කියලා මට සහතික කරගන්න ඕන,Because I will need confirmation that they are okay.,Porque quiero asegurarme de que están bien.
"අද වාර්ථාකරුවෙක් ආවා, ඔහු ඒකාන්තයෙන්ම පිලිගන්නවා මම නිර්දෝෂයි කියලා.",I got a reporter coming today who actually believes I'm innocent.,"Bugün bir gazeteci geldi, kesinlikle suçsuz olduğumu kabul ediyor."
බීලා වාහනේ එලවේවා කියලා ඔප්පුකලා පවුල පිටින්ම මහපාරට වැටුනා.,They proved that he was drunk while driving. Our family came to the streets.,Αποδεικνύεται ότι το αυτοκίνητο είναι μεθυσμένο.
"ඉතින් මං එයා දිහා බලල ඇහුවා,","So, I look at him and ask,",Aşa că m-am uitat la el şi am întrebat:
"- තවම කල් වැඩියි, මට පුලුවන්ද බලන්න?",It's still early. Can I watch?,"- Mai e mult timp, pot să văd?"
එයා මෙතන ඉන්නවා.,She's here.,Είναι εδώ.
වාඩිවෙන්න මස්සිනා.,Sit down buddy.,"Stai jos, mătuşă."
ඔයා දන්නවද?,You know what..,"Wiesz, co?"
අහන්න ඔයාලගෙන්ම !,Ask yourselves!,Întreabă-i pe toţi !
ඔහු මැරෙන්න උනත් ඉඩ තිබ්බා.,He could have died.,Ar fi putut să moară.
ඔයාමනෙ මට කිව්වෙ එයා ගෙදර ඇවිත් එක එක ප්‍රශ්න ඇහුව කියල.,Didn't you say... she barged in and asked personal questions.,Tu chiar mi-ai spus că a venit acasă să-mi pună întrebări.
"නැහැ, ඔයා මෙහෙ නවතින්න ඕනේ.","No, you're staying here.","Όχι, πρέπει να μείνεις εδώ."
"""රේණුගේ ආදර කතාවට උඹත් සම්බන්දයි කියලා","""that you had a role in Renu's love story.""","""Renee'nin aşk hikayesine sen de bağlısın"""
ट्याब पुन: लोड गर्नुहोस्,& Reload Tab,टैब पुनः लोड करें
ආත්මයගේ නම සලෝවී කියලා හරියටම විශ්වාස කරනවද?,Do you believe firmly that the spirit is called Selvi?,"Вярваш ли точно, че името на душата е Салови?"
खाली च्यानल,Empty Channel,खाली चैनल
ඔබ මා ඉල්ලා කරනවද?,Are you asking me?,Με ζητάς;
ඔයා මුළු රෑම හූරගත්තා.,You were scratching all night.,Egész éjszakát töltöttél.
- ඔයා ඒක දන්නෙ නෑ.,- You don't know that.,- Ty to nevíš.
ඔයා වගේ අත ඇරලා යන්න හයියක් තියෙන්න ඕනා.,It takes balls to drop out like you did.,Πρέπει να έχεις το θάρρος να το αφήσεις όπως εσύ.
දැන් මෙහේ මෙහෙම මට මොන අඩුවක්ද ?,But now... like this- What do I lack?,¿ Qué me falta aquí ?
मिलानको लागि पन्ना वृद्धि,The page increment of the adjustment,मिलान के लिए पृष्ठ वृद्धि
තාත්තගෙන් සමාව ගනින්. නුඹේ හදවත දුර්වලයි.,Come. Beg your father for forgiveness. Your heart is weak.,"Ζητήστε συγγνώμη από τον πατέρα σας, η καρδιά σας είναι αδύναμη."
බය වෙන්න එපා ඔයාට එතනට යන්න පුළුවන්,Do Not Worry. You come out already.,Nu-ţi face griji. Poţi să mergi acolo.
