src,tgt,lang,source,src_tokens,tgt_tokens,len_ratio
මට අසමත් වෙන්න බැහැ,I can't fail.,si,opus_ne_si_en_train.csv,4,3,1.3333333333333333
මම හිතුව අපිට කාලය ලැබෙයි කියල අපි කවදාවත් නොකියපු හැමදේම කියන්න.,I thought we'd have time to say all the things that we never said.,si,opus_ne_si_en_train.csv,11,14,0.7857142857142857
ඕක නතර කරන්න!,- Just stop it! - What?,si,opus_ne_si_en_train.csv,3,6,0.5
එස්ටෝනියන් කෘන්,Estonian Kroon,si,opus_ne_si_en_train.csv,2,2,1.0
ඒක තවමොනවගෙන් හරි දියාරුකරල තියෙනවා.,It's clearly been diluted with some other agent.,si,opus_ne_si_en_train.csv,5,8,0.625
मेनुमा देखाएको सङ्केतनहरू:,E_ncodings shown in menu:,ne,opus_ne_si_en_train.csv,3,4,0.75
මුදල් නෑ.,No money.,si,opus_ne_si_en_train.csv,2,2,1.0
ඔයා ඒවී.,Yeah. You will be.,si,opus_ne_si_en_train.csv,2,4,0.5
ඒ වගේම ඔයා එහෙම කරාම !,"And when you do, you'll find him.",si,opus_ne_si_en_train.csv,6,7,0.8571428571428571
ඉතින් මේ නීතයෙන් අහන දේවල් කොහොම ඇත්තක් වෙන්නද,..and these are just rumors.,si,opus_ne_si_en_train.csv,8,5,1.6
එය ඔබට ජීවත්වීම සඳහා දෙවන අවස්ථාවක් දී තිබෙනවා,It gives you a second chance to live.,si,opus_ne_si_en_train.csv,8,8,1.0
මගේ නම ඩැනියලෝ∙,My name is Danielle.,si,opus_ne_si_en_train.csv,3,4,0.75
මට අඩුම ගානේ නඩුවක් අහන්න ඕනා.,I have to at least have an appearance of a trial.,si,opus_ne_si_en_train.csv,6,11,0.5454545454545454
परामिति सिर्जना,Creation Parameters,ne,opus_ne_si_en_train.csv,2,2,1.0
සල්ලාප මණ්ඩප සඳහා තේමා භාවිතා කල යුතුද නැද්ද යන්න.,Whether to use the theme for chat rooms.,si,opus_ne_si_en_train.csv,9,8,1.125
"බොහෝ ගුහා වල නිර්මාපකයා ජලයයි, නමුත්","Water is the creator of most caves, but, unlike all other limestone caves,",si,opus_ne_si_en_train.csv,6,13,0.4615384615384615
පැකේජ ගොනුවක් ස්ථාපනය කරන්න,Install package file,si,opus_ne_si_en_train.csv,4,3,1.3333333333333333
මේ මොකක්ද?,What is all this? .,si,opus_ne_si_en_train.csv,2,5,0.4
"සර්, එතන වෙනම ප්‍රදේශයක් තිබුනොත් මොකකටද ඔයා මම තියන්නෙ?","Sir, is there a particular area that you want me to shoot?",si,opus_ne_si_en_train.csv,9,12,0.75
ස්මාට් මාධ්‍ය,Smart Media,si,opus_ne_si_en_train.csv,2,2,1.0
මිනිස්සු අපේ ඇඟේ බඩගාගෙන මගේ අහවල්,What with C's people crawling all over us and the fact that M wants my balls,si,opus_ne_si_en_train.csv,6,16,0.375
පීතාම්බර් මහත්තයා සල්ලි එවුවා. ජෙනී වෙනුවෙන් කොටි 10ක්.,Sir Pitambar has send ransom money for Jenny.,si,opus_ne_si_en_train.csv,8,8,1.0
කවුද අපිව විශ්වාස ලරන්නේ?,Who will believe us.,si,opus_ne_si_en_train.csv,4,4,1.0
"- මේ මොක්කද, සර්?","- What is this, sir?",si,opus_ne_si_en_train.csv,4,5,0.8
එයා හමුදාවක් ගොඩනගනවා.,He's building an army.,si,opus_ne_si_en_train.csv,3,4,0.75
सामान्य (डिफ्लेट),No_rmal (Deflate),ne,opus_ne_si_en_train.csv,2,2,1.0
ඔවුන් ඒක කරන වෙලාවෙන් වැඩක් නෑ. ඒක හැම වෙලාවෙම අවසන් වෙන්නේ එක්කෙනෙක් පියවර 120 බැගින් තියලා.,"It doesn't matter when they do it, it always ends up being 128 strides, then they split up.",si,opus_ne_si_en_train.csv,16,18,0.8888888888888888
अल्फा च्यानलहरूसँग छविहरू बचत गर्न सकिँदैन।,Cannot save images with alpha channels.,ne,opus_ne_si_en_train.csv,6,6,1.0
මට ආරංචියි ඔයාගේ රුචිය නැති වෙලා කියල.,I hear you've lost your appetite.,si,opus_ne_si_en_train.csv,7,6,1.1666666666666667
ගහනවා මට.,- Come on. Hit me.,si,opus_ne_si_en_train.csv,2,5,0.4
ඔයාට කෝල් කරන්න තිබුනනෙ.,You could have called.,si,opus_ne_si_en_train.csv,4,4,1.0
"මේක බලන්න, මේ ඉන්නෙ ඔයා.",Pay attention. Follow the little green dot.,si,opus_ne_si_en_train.csv,5,7,0.7142857142857143
උන් අපිව අර වෑන් එකේ දාගෙන ගඟට ගිහින් දායි. හොඳයි.,They're gonna lock us in that van and then drive it into the river.,si,opus_ne_si_en_train.csv,10,14,0.7142857142857143
"ඊ මම වී, අහපන් මචං මට පොඩි අවුලක් අතමාරුවක් ඉල්ලාගන්න කතා කලේ","E, its V. Listen man, I got a little hickup on this end; I need a piggyback.",si,opus_ne_si_en_train.csv,12,17,0.7058823529411765
"අපි ඔයාගෙන් විතරක් නෙවෙයි වෙන් වුනේ ආරියා,","We didn't just fall out of touch with you, Aria.",si,opus_ne_si_en_train.csv,7,10,0.7
කොල්ලනේ .. කැප්ටන් ඊජිප්ට්.. ඔයා කියන විදියට තමයි කරන්නේ..,"Guys, captain Egypt is following you, and he doesn't look happy.",si,opus_ne_si_en_train.csv,9,11,0.8181818181818182
මම ඇත්තටම කියන්නේ.,I really say.,si,opus_ne_si_en_train.csv,3,3,1.0
මම බොහොමත්ම අඩුවෙන් තමා භූමියට යන්නේ Mr. Cobb.,"No, I rarely go into the field, Mr. Cobb.",si,opus_ne_si_en_train.csv,8,9,0.8888888888888888
කවදහරි දවසක තමුසෙ ගැන පොත් ලියවෙයි.,They're gonna write a textbook on you someday.,si,opus_ne_si_en_train.csv,6,8,0.75
ඔයාට කෑ ගහනවා අහුනහම ඔයා ළමය උස්සගෙන එයාලා ලගට යනවද?,You woke up the baby and ran towards them?,si,opus_ne_si_en_train.csv,10,9,1.1111111111111112
ඔයාට මේක කියන්න වෙන විදිහක් ගැන මට හිතාගන්න බැරි උනා.,I couldn't think of any other way to tell you.,si,opus_ne_si_en_train.csv,10,10,1.0
"අපි අද හවස් වෙනකොට අම්බානෙකට සල්ලි හම්බ කරන්නයි යන්නේ, බීසස්.","We're gonna make so much money today, Beezus.",si,opus_ne_si_en_train.csv,10,8,1.25
"ආ ඔවු, මොකද එයා කරන්නෙත් වතුරේ පෙණ අයින් කරලා...","Yeah, I mean, all he does is skim the water and check the chlorine levels.",si,opus_ne_si_en_train.csv,9,15,0.6
"ඔව් ,ඒත් මොනවාද අපේ රුරල් එඩින්ග්ටන් ට රික්මන් ට විරුද්ධව තියෙන්නේ ∙∙∙ ∙∙∙පැහැදිලි පරිසර දුෂක කෝණය ඇරෙන්නද ?","Yeah, but what does our rural Rodin have against Rickman other than the obvious poisoning-the-environment angle?",si,opus_ne_si_en_train.csv,18,16,1.125
"-ඔව්, එයා වට්ටෝරුව වෙනස් කරන්න කලින්.","- Ja, of course, before he changed it.",si,opus_ne_si_en_train.csv,6,8,0.75
මගේ දුව චෙන්නායි වල ඉස්පිරිතාලේ ඉන්නේ,My daughter is admitted to the hospital in Chennai,si,opus_ne_si_en_train.csv,6,9,0.6666666666666666
ඇය එයාගේ ගුවන් බලපත් පිංතූරය ගත්තේ.,She was having her passport picture taken.,si,opus_ne_si_en_train.csv,6,7,0.8571428571428571
මම ඔයාට ඒවා දෙන්නම්.,I'll give you those.,si,opus_ne_si_en_train.csv,4,4,1.0
අපිට ආයුධ කුටියට යන්න වුවමනා වෙනවා.,We need to get to the weapons lock-up.,si,opus_ne_si_en_train.csv,6,8,0.75
තවමත් එළියට එන බවක් පෙනෙන්න නැ.,..and have shown no signs of leaving.,si,opus_ne_si_en_train.csv,6,7,0.8571428571428571
- ඔයාගේ සැමියව මරන්න∙,- Kill your husband.,si,opus_ne_si_en_train.csv,4,4,1.0
රාම් ලාල් කැත සෙල්ලමක් කළේ.,That Ramlal played a dirty game.,si,opus_ne_si_en_train.csv,5,6,0.8333333333333334
ඔයාට තමා වැදගත්ම චරිතය ලැබෙන්නේ.,You have the most important role of all.,si,opus_ne_si_en_train.csv,5,8,0.625
ඒක නියම ජීවිතේ.,It's the good life.,si,opus_ne_si_en_train.csv,3,4,0.75
ඒ මගේ බිරිද. අපි..,"That's is my wife, we got separated.",si,opus_ne_si_en_train.csv,4,7,0.5714285714285714
"यो बाकस जाँच गरिएमा, तपाईँले कन्क्वेरर दृश्यमा बीचको क्लिकद्वारा चयनमा यूआरएल खोल्न सक्नुहुन्छ ।","If this box is checked, you can open the URL in the selection by middle clicking on a Konqueror view.",ne,opus_ne_si_en_train.csv,14,20,0.7
හොද සිතුවිල්ලක් චාර්ලි.,"That's very thoughtful of you, Charlie.",si,opus_ne_si_en_train.csv,3,6,0.5
ජනාධිපති උපදේශකේ ට අනුව... ..,In accordance with NSPD --,si,opus_ne_si_en_train.csv,5,5,1.0
එයා කොහොමද දැනගත්තේ ?,How did he know?,si,opus_ne_si_en_train.csv,4,4,1.0
ඔබ මරණ හේතුව වෙනසක් ඇති කරන්නෙ නැහැ.,The reason you kill doesn't make a difference.,si,opus_ne_si_en_train.csv,7,8,0.875
-මොකක්ද ඔයා ඒ කිව්වේ?,-What do you mean?,si,opus_ne_si_en_train.csv,4,4,1.0
එක අතක් මගෙ පිටුපසට කරගෙන?,Or one arm tied behind my back.,si,opus_ne_si_en_train.csv,5,7,0.7142857142857143
ඉක්මන් කරන්න. ඉක්මන් කරන්න.,"Move, move, move.",si,opus_ne_si_en_train.csv,4,3,1.3333333333333333
तह मास्क मेट्नुहोस्,Delete Layer Mas_k,ne,opus_ne_si_en_train.csv,3,3,1.0
नम्बर मन्चरहरू अंकगणितमा खेलिने खेलहरू हुन्।,Number Munchers are games to play with arithmetic.,ne,opus_ne_si_en_train.csv,6,8,0.75
සමහර දේවල් තියෙනවා පළමු ගනයෙ මායාකාරයෙක්ටවත් සම්පූර්ණයෙන් තේරුම්ගන්න බැරි.,There are some things that even a wizard of the First Order doesn't fully understand.,si,opus_ne_si_en_train.csv,9,15,0.6
"- නෑ, තව තියනවා.","- Oh no, I'm not done.",si,opus_ne_si_en_train.csv,4,6,0.6666666666666666
තමුන් කට වහනව!,That's enough!,si,opus_ne_si_en_train.csv,3,2,1.5
-පුංචි බලල මුලින් යයි.කට්ටිය...,Tiny Dog's gonna go first.,si,opus_ne_si_en_train.csv,4,5,0.8
- ඒ කියන්නෙ ත්‍රස්තවාදියෝ.,- Meaning for terrorists.,si,opus_ne_si_en_train.csv,4,4,1.0
"जीकम्प्रिस (८००x६००, ६४०x४८०) बाट साइज सेटिङ प्राप्त गर्नुहोस्","Inherit size setting from GCompris (800x600, 640x480)",ne,opus_ne_si_en_train.csv,8,7,1.1428571428571428
වේදනා නාශක සහ උල්කා ගල් හේතුවෙන් ටයිලර්ට ත්‍රාසයක් ඇතිවෙලා∙,"The combo of painkillers and meteor rocks caused Tyler to pull a ""Thriller. """,si,opus_ne_si_en_train.csv,9,14,0.6428571428571429
"""හයියෙන් හිනා වෙනවා."" ඔව්, ඒකනෙ මම කරේ.","""Laugh out loud."" Yeah, that's what I did.",si,opus_ne_si_en_train.csv,7,8,0.875
%s: शङ्कास्पद हर्ने कुकि फाइल %s उपेक्षा गर्दै,%s: Ignoring suspiciously looking cookie file %s,ne,opus_ne_si_en_train.csv,8,7,1.1428571428571428
ඒක විදුලි විසන්ධි කිරීමක්.,It's a power cut.,si,opus_ne_si_en_train.csv,4,4,1.0
ඔබට මේ ගන මොනාද කියන්න තියෙන්නෙ?,What do you have to say about that?,si,opus_ne_si_en_train.csv,6,8,0.75
මේකට තුවාල නොකර ඉන්න බලන්න.,Try not to scratch her up.,si,opus_ne_si_en_train.csv,5,6,0.8333333333333334
පෝන්එක තියන්න.,Hang up the phone.,si,opus_ne_si_en_train.csv,2,4,0.5
ඒකට පොඩි අවධානයක් ඕන කරනවා.,it's going to need some attention.,si,opus_ne_si_en_train.csv,5,6,0.8333333333333334
මට තනියම ඉන්න දියං !,Leave me alone!,si,opus_ne_si_en_train.csv,5,3,1.6666666666666667
- ම-මාගේ කූඩාරමේ කවුද ඉන්නවා!,- There-there's someone in my tent!,si,opus_ne_si_en_train.csv,5,6,0.8333333333333334
අවස්ථාව ලැබුන ගමන්ම එයාව උස්සමු.,And we will kidnap him when we get a chance.,si,opus_ne_si_en_train.csv,5,10,0.5
කොහේදිද මේක ගත්තේ?,Where did you take it?,si,opus_ne_si_en_train.csv,3,5,0.6
මේක ගොඩක් වැදගත් දෙයක්.,It's important.,si,opus_ne_si_en_train.csv,4,2,2.0
එයා හොඳ කෙනෙක්ද?,Was he good?,si,opus_ne_si_en_train.csv,3,3,1.0
ඔයා එයාලගෙ මූණු දැක්කද?,Did you see their face?,si,opus_ne_si_en_train.csv,4,5,0.8
මොකද උනේ?,What's happening?,si,opus_ne_si_en_train.csv,2,2,1.0
ඒක මගේ වැරැද්ද.,I trusted you.,si,opus_ne_si_en_train.csv,3,3,1.0
"දන්නවද ඒක කොච්චර නරක වැඩක්ද කියලා මේ ඉස්පිරිතාලෙ හැම කෙනෙක්ම හිතාගනෙ ඉන්නේ මම දොස්තර කෙනෙක් වනේන හෙතුව,","You know, it's bad enough that everybody in this hospital thinks the only reason I got this residency is because you're my father.",si,opus_ne_si_en_train.csv,17,23,0.7391304347826086
වාරදොළ පටන්ගන්න ස්ථානය විතරයි.,The arroyo was just a starting point.,si,opus_ne_si_en_train.csv,4,7,0.5714285714285714
स्क्रिनसेभर विषयवस्तु,Screensaver themes,ne,opus_ne_si_en_train.csv,2,2,1.0
"ඔව්, මම අතරමං උනා...","Yes, I got lost and...",si,opus_ne_si_en_train.csv,4,5,0.8
මම හොද අම්මකේ වනේනයි උත්සහ කරෝ!,I was just trying to be a good mother!,si,opus_ne_si_en_train.csv,6,9,0.6666666666666666
ඔබ ඒ ගැන කතා කරන්නේ පසුතැවිල්ලෙන්,You are talking about regret.,si,opus_ne_si_en_train.csv,6,5,1.2
- කොහෙත්ම නෑ,- Absolutely not.,si,opus_ne_si_en_train.csv,3,3,1.0
පවුල් 324 ක් බොරුවක් පදනම කරගෙන ශේක ෙවන්න යොමු කරන්න ?,Putting 324 families through a grieving process based on a lie?,si,opus_ne_si_en_train.csv,11,11,1.0
"ඒ අනුපාතෙ ටික ටික වඩිල කෝල් 10 ට එකක් 20ට එකක් විදියට දිගටම යයි, එක කදිම දවසක් වෙනකම්, මට ඔයාගෙන් මැසෙජ් එකක් ආ විට, මට විශේෂ කෙනෙක් හමු වුනා කියලl,","That ratio will grow slowly to 10:1, 20:1 and keep on growing, till one fine day, when I'll get a message from you, that, I've found someone special, I'll go to the bar have few pegs,",si,opus_ne_si_en_train.csv,30,36,0.8333333333333334
ගොඩක් දේවල් කතා කරලා තියෙනවා සැලසුම් කරන්න කාලය ලැබිලා තියෙනවා,Lots of chats. Time to plan.,si,opus_ne_si_en_train.csv,10,6,1.6666666666666667
- එහෙම දෙයක් නෑ.,- There is no such thing.,si,opus_ne_si_en_train.csv,4,6,0.6666666666666666
කොච්චර කාලෙක ඉදන්ද මේවා කරන්නේ?,How long have you been doing this?,si,opus_ne_si_en_train.csv,5,7,0.7142857142857143
එයාලා පැත්තකට ගන්න!,Take them away!,si,opus_ne_si_en_train.csv,3,3,1.0
මම මේ කැලේ මැද්දෙන් ආයුධයක් නැතුව නම් යන්නේ නෑ... ..... අර මළ පෙරේතයගේ කෑමක් වෙන්න...,"I am not going back through the woods alone, unarmed... to get sliced up by that hillbilly freak.",si,opus_ne_si_en_train.csv,15,18,0.8333333333333334
अनुरोध गरिएको वालेट खोल्न अक्षम ।,Unable to open the requested wallet.,ne,opus_ne_si_en_train.csv,6,6,1.0
හොඳ දේවල් විතරයි.,Only good things.,si,opus_ne_si_en_train.csv,3,3,1.0
මම නිකන්∙∙∙,I just...,si,opus_ne_si_en_train.csv,2,2,1.0
अघिल्लो मिडिया,Find & Previous,ne,opus_ne_si_en_train.csv,2,3,0.6666666666666666
El बोर्मा,El Borma,ne,opus_ne_si_en_train.csv,2,2,1.0
"ඕහ්, ඔව් .","Oh, yes.",si,opus_ne_si_en_train.csv,3,2,1.5
जिनोम माहजोङ्गGenericName,GNOME Mahjongg,ne,opus_ne_si_en_train.csv,2,2,1.0
උන් ඒකට සුදුසුයි.,"- Yeah, they deserve it.",si,opus_ne_si_en_train.csv,3,5,0.6
ඒක අවසානය ගැන නෙවේ ∙ ඒක සංචාරය ගැන,It's not about the ending. It's about the journey.,si,opus_ne_si_en_train.csv,8,9,0.8888888888888888
- හලෝ,- Hi.,si,opus_ne_si_en_train.csv,2,2,1.0
දවස් තුනක් ඇතුලත එයාලා ඇයව හොයා ගනීවි.,They open the will in three days.,si,opus_ne_si_en_train.csv,7,7,1.0
३२ - ३९ मेगाबाइट कूल RAM,32 - 39 MB Total RAM,ne,opus_ne_si_en_train.csv,6,6,1.0
प्लगइन सूचना,Songkick Concert Information,ne,opus_ne_si_en_train.csv,2,3,0.6666666666666666
"නැ, මෙහෙ වර මෙහෙ වර! අල්ලා ගන්න!",Now come here.,si,opus_ne_si_en_train.csv,7,3,2.333333333333333
"ම්, මම මේක හොයා ගත්තා.","Um, I did find this.",si,opus_ne_si_en_train.csv,5,5,1.0
මේ කෙල්ලෙක්ට.,About this girl.,si,opus_ne_si_en_train.csv,2,3,0.6666666666666666
"ඇත්තෙන් ම, ඔහුට විතරයි තර්ජනය කරන්න ශක්තියක් තිබුනේ.",But he was the only one who dared to ask.,si,opus_ne_si_en_train.csv,8,10,0.8
ආම්ම්... සම්පුර්ණයෙන්ම.,Um... totally.,si,opus_ne_si_en_train.csv,2,2,1.0
"आदेश लाइन तर्कहरू त्रुटि, कृपया प्रयोग हेर्नका लागि --मद्दत विकल्प प्रयोग गर्नुहोस् ।","Command line arguments error, please use --help option to see the usage.",ne,opus_ne_si_en_train.csv,13,12,1.0833333333333333
"එයා ඇත්තම එකකට කැමති නම්, මට හෙට වගේ එන්න පුළුවන්.","If she'd like an original, I'm around tomorrow.",si,opus_ne_si_en_train.csv,10,8,1.25
परिणाम तह साइज तल्लो तहको साइज हो (फ्रेमहरू पिच्छे फरक हुनसक्छ),Resulting layer size is the size of the bottom layer (may differ from frame to frame),ne,opus_ne_si_en_train.csv,11,16,0.6875
හේයි පොඩ්ඩක් ඉන්න..,"Hey, wait a second.",si,opus_ne_si_en_train.csv,3,4,0.75
කවුද ඔහේ ඉන්නේ?,Who's in there?,si,opus_ne_si_en_train.csv,3,3,1.0
HTML ले अन्तिम डाइरेक्टरी निर्यात गर्दन,HTML Export Last Directory,ne,opus_ne_si_en_train.csv,6,4,1.5
ඔය ඔලුවේ මොනාද තියෙන්නේ?,What was going through your head?,si,opus_ne_si_en_train.csv,4,6,0.6666666666666666
- ඉතින් මොකක්ද ඔයාගේ නම?,"So, what's your name?",si,opus_ne_si_en_train.csv,5,4,1.25
- අපි අහු වුනේ එකම අවුලකට.,- We're caught in the same current.,si,opus_ne_si_en_train.csv,6,7,0.8571428571428571
උදේ මහත්තයට මේව පේන්නෙ නෑ.,Uday sir couldn't see all this.,si,opus_ne_si_en_train.csv,5,6,0.8333333333333334
මොන මගුලක්ද දකුණු පැසිෆික් වල කරන්නේ.,We're in the South Pacific.,si,opus_ne_si_en_train.csv,6,5,1.2
අපි සත පහක් දනේනෙ නෑ උබට,- We're not paying you anything.,si,opus_ne_si_en_train.csv,6,6,1.0
සිද්ධි දාමයක සම්බන්ධය හොයාගන්නත් පුලුවන් ඒකෙන් අලුත් යමක් හොයාගන්න පුලුවන් හරියට තත්පරේකින්,"And unraveling the complex chain of events that can turn a triumph of human innovation into a smoldering pile of wreckage in seconds-- well, I can't think of a more compelling application than that.",si,opus_ne_si_en_train.csv,12,34,0.3529411764705882
संस्करण मुद्रण गर्नुहोस् र बन्द गर्नुहोस्,Print version and exit,ne,opus_ne_si_en_train.csv,6,4,1.5
මම ඔහේව අල්ලගන්නයි යන්නේ.,I'm gonna find you.,si,opus_ne_si_en_train.csv,4,4,1.0
රසායනඥයා දැනං හිටියා වෝහාර කියාවලියකට අනුව... ... අපි අනිවාර්යයෙන් පරික්ශන කරන්නේ නෑ කියලා.,"The Alchemist knew that based on our forensic procedure, we wouldn't run the tests necessary to distinguish between synthesized and natural DNA.",si,opus_ne_si_en_train.csv,13,22,0.5909090909090909
बहुविध छनौट,& Multiple Choice,ne,opus_ne_si_en_train.csv,2,3,0.6666666666666666
ඒක දරුණු වචනයක් නෙවෙයි!,That was not mean!,si,opus_ne_si_en_train.csv,4,4,1.0
"සමාවෙන්න මට, මහත්වරුනි, මට මේක ගන්න වෙනව.","Excuse me, gentlemen, I have to take this.",si,opus_ne_si_en_train.csv,7,8,0.875
सीएसभी फिल्टरले आगत फाइल खोल्न सकेन - कृपया प्रतिवेदन गर्नुहोस् ।,CSV filter cannot open input file - please report.,ne,opus_ne_si_en_val.csv,11,9,1.2222222222222223
"මම දැනන් හිටියා ඔයා අවුල් වේවි කියලා, ඒ නිසයි අපි කතාව අහක දැම්මේ.","I knew you'd be upset, that's why we rubbish the story.",si,opus_ne_si_en_train.csv,13,11,1.181818181818182
අපිට ඌරෙක් ඉන්නව.,We got the pig.,si,opus_ne_si_en_train.csv,3,4,0.75
ලෝකයෙ වැඩිපුරම ගුහා සොයාගෙන ඇත්තෙ ඒවා තුලිනුයි එමෙන්ම එය ප්‍රථිවියෙ මතුපිටින් 10%ක් පමන අත්පත් කරන් තිබෙනවා.,Most of the world's caves are found within it and it covers nearly 10 percent of the earth's surface.,si,opus_ne_si_en_train.csv,16,19,0.8421052631578947
ඒත් අපි සන්දේශයක් යැවිය යුතුයි. ඒකෙන් ෂර්ලොක්වත් පැටලෙනවා.,It involves Sherlock Holmes.,si,opus_ne_si_en_train.csv,8,4,2.0
- ඇත්තටම ? - එහෙනම්... ...,"- We want you in our club, kid.",si,opus_ne_si_en_train.csv,6,8,0.75
"හෙයි,නන්දුගේ බයිසිකලය. එක හොදයි නේද.","hey nandu cycle, its so good rite itstoo good",si,opus_ne_si_en_train.csv,5,9,0.5555555555555556
माउस परिचालन,Run the animation,ne,opus_ne_si_en_train.csv,2,3,0.6666666666666666
- අපි දුපතක ඉන්නවා,- We're stranded on an island.,si,opus_ne_si_en_train.csv,4,6,0.6666666666666666
මෙන්න සයිමන්ට තවත් ඇතුලත් කිරීමක්.,Here's another insert for Simon.,si,opus_ne_si_en_train.csv,5,5,1.0
"ඔහ්, ඔහ්!","Oh, oh!",si,opus_ne_si_en_train.csv,2,2,1.0
මෙම Michale ෙකෝස් මාර්ගය වඩා බලා මෙම mannequin මත සුවපහසු.,This michale kors looked way more comfortable on the mannequin.,si,opus_ne_si_en_train.csv,10,10,1.0
"සර්, ඔයා කතා කරන්නෙ නිකන් මට හදවතක් නැ වගෙනේ.","You're saying as if I don't have any heart, sir.",si,opus_ne_si_en_train.csv,9,10,0.9
"""විනාඩියක් ඉන්න! අපිට තාමත් සතුරන් ඉන්නව.. මෙතනයි මෙතනයි, මෙතනයි.""","We still have enemy armour here, here, and here.",si,opus_ne_si_en_train.csv,9,9,1.0
තරගය (ක),& Game,si,opus_ne_si_en_train.csv,2,2,1.0
මම ඇඟ උණුසුම් කර කර හිටියේ.,I was warming up.,si,opus_ne_si_en_train.csv,6,4,1.5
ගිහින් ඒකට වැඩක් දෙමු.,Let's go and teach him a lesson.,si,opus_ne_si_en_train.csv,4,7,0.5714285714285714
ඒත් ඒක එහෙම තමයි.,But it is!,si,opus_ne_si_en_train.csv,4,3,1.3333333333333333
ඇඳුමක් ඇඳගෙන හිටියොත් නම් අමුතු විදියට පෙනෙයි.,If'd wear looks strange.,si,opus_ne_si_en_train.csv,7,4,1.75
මම ආවේ බොහොම පුංචි ගමක ඉදන් --,I come from a very small village in--,si,opus_ne_si_en_train.csv,7,8,0.875
ඔයා මායාකරියෙක්ව දඩයම් කරනවාද?,Are you hunting a witch?,si,opus_ne_si_en_train.csv,4,5,0.8
[ Worker ] අපි යමු .,FOREMAN: Let's go.,si,opus_ne_si_en_train.csv,6,3,2.0
"මැඩම්, කමල් සිංහාට පාර්සලයක්.","Ma'am, courier for Kamal Sinha.",si,opus_ne_si_en_train.csv,4,5,0.8
प्रमाणीकरण प्रणालीले कार्य गर्न छाडेकाले सत्रको ताल्चा खोल्न सकिँदैन; तपाईँले म्यानुअली krunner_ lock (pid% 1) अन्त्य गर्नुपर्दछ ।,Cannot unlock the session because the authentication system failed to work; you must kill kscreenlocker (pid %1) manually.,ne,opus_ne_si_en_train.csv,18,18,1.0
- ඔයාට එයාව හම්බවෙන්නෑ.,- You can't have him.,si,opus_ne_si_en_train.csv,4,5,0.8
"- තාම එයාව හොයාගත්තෙ නෑ, සර්.","- Didn't yet find him, sir.",si,opus_ne_si_en_train.csv,6,6,1.0
-උබේ තිරය බලහන්,Look on your monitors.,si,opus_ne_si_en_train.csv,3,4,0.75
මෙහෙ මොකක් හරි අමුතු දෙයක් සිද්ධ වෙනව මම හිතනව ඔයත් ඒක දන්නව කියල.,There's something weird going on here and I know you think so too.,si,opus_ne_si_en_train.csv,13,13,1.0
"ඕනෙම දෙයක් කියන්න, මාව ඒ කාමරේට විතරක් යවන්න.","Say anything, just get me in that room.",si,opus_ne_si_en_train.csv,8,8,1.0
අපි දැනගෙන හිටියා කව්ද කියලා එත් අපිට අල්ලා ගන්න බැරිවයි හිටියෙ.,We knew who he was but we just couldn't catch him in the act.,si,opus_ne_si_en_train.csv,11,14,0.7857142857142857
ඔයා කියන්න භගත්ගෙ කාමරේ සූදානම් කරන්න කියලා භගත් මෙහි ඵන්න සූදානම් ඵ්ක පුළුවන් කොහොමද?,"You are saying some bhagat is already in my room, bhagat is already came here, how is that possible?",si,opus_ne_si_en_train.csv,14,19,0.7368421052631579
මට ඔය කතන්දර මතක් කරන්න ඕන නැහැ.,I don't recollect telling you any stories.,si,opus_ne_si_en_train.csv,7,7,1.0
දැන් අත්දැකීම් ලැබෙයි.,Now you will.,si,opus_ne_si_en_train.csv,3,3,1.0
ඇස් සහ මොළය සම්බන්ධ වුණ.,The eyes and the brain are connected.,si,opus_ne_si_en_train.csv,5,7,0.7142857142857143
ඔයා යෝග කරනව නේද?,You practice yoga a lot right? .,si,opus_ne_si_en_train.csv,4,7,0.5714285714285714
"ලිබි, බලන්න ඔයාට මොන වගේ පලතුරුද එකතු කරගන්න පුළුවන්නේ කියල.","Libby, see what fruit you can gather.",si,opus_ne_si_en_train.csv,10,7,1.4285714285714286
"ඒක ඔයාගේ වරදක් නෙවයි, ලානා∙","It's not your fault, Lana.",si,opus_ne_si_en_train.csv,5,5,1.0
"මම හොදින්, හරි∙ එක හරි∙","It's fine, all right. It's all right.",si,opus_ne_si_en_train.csv,5,7,0.7142857142857143
"මෙන්න එයාලා ඉන්නවා, ව්‍යවසනකාරීන්.","There they are, disaster.",si,opus_ne_si_en_train.csv,4,4,1.0
අපි කියන විදිහට ඇමරිකානුවන් හා චීනුන් අතර වායු ගෝලය හරහා යන මිසයිල වලින්.,Missiles between the Americans and the Chinese are crossing in the air as we speak.,si,opus_ne_si_en_train.csv,13,15,0.8666666666666667
මූර්තිය සුරැකීමට නොහැක,Unable to save avatar,si,opus_ne_si_en_train.csv,3,4,0.75
ඔව්? ඇයි ඒ?,Why's that?,si,opus_ne_si_en_train.csv,3,2,1.5
"සිදුකල පරීක්ෂණ වලදී, ඔවුන් හෙලිකර සිටියා ඔවුන් ඩියොක්සියොන්ග් සාමිගේ පෞද්ගලික භටයන් බව.","They all confessed to being private soldiers of Deok Seong, Prince of Buwon.",si,opus_ne_si_en_train.csv,12,13,0.9230769230769232
